borough,neighborhood,sqft,bedrooms,bathrooms,floor,age,has_garage,has_elevator,has_doorman,subway_dist,price
Staten Island,Tottenville,3104,0,3,14,73,0,1,1,2.42,1442150
Staten Island,Stapleton,1127,3,2,40,95,1,1,0,0.4,1083663
Manhattan,Financial District,2676,4,4,25,66,1,1,1,1.25,2864333
Staten Island,Stapleton,1224,0,2,25,89,0,1,1,0.3,1116044
Manhattan,Financial District,1775,1,1,3,14,0,1,0,0.15,2116075
Bronx,Mott Haven,1288,1,3,5,16,1,1,1,2.31,828411
Brooklyn,DUMBO,2443,0,4,38,90,0,0,0,2.04,1570692
Brooklyn,Williamsburg,1741,3,1,26,17,1,0,1,1.77,1859726
Manhattan,Harlem,3431,4,1,40,18,0,0,1,2.18,2227889
Brooklyn,Bay Ridge,3283,2,3,38,75,0,0,1,2.03,2365064
Staten Island,Tottenville,1696,0,4,38,87,1,0,1,1.65,1123838
Queens,Jackson Heights,516,4,3,4,68,0,1,1,2.13,692346
Manhattan,Midtown,3265,4,3,7,23,1,0,1,1.04,2531400
Brooklyn,Flatbush,2815,5,2,30,90,0,0,1,1.43,2453802
Manhattan,Financial District,1517,1,2,30,47,1,1,0,1.96,1617486
Manhattan,Upper East Side,567,2,3,19,29,0,0,1,0.3,1632478
Queens,Jamaica,3401,0,2,39,14,1,1,0,2.16,2457480
Staten Island,New Dorp,2138,1,1,35,46,1,1,1,0.48,1779344
Manhattan,Midtown,1764,5,3,40,43,1,0,1,2.17,2061717
Brooklyn,Flatbush,3108,5,4,33,97,1,0,0,0.85,1965644
Bronx,South Bronx,1094,1,4,33,26,0,1,0,0.88,1222807
Manhattan,Chelsea,1324,3,1,14,83,1,1,0,0.28,1749576
Manhattan,Financial District,551,4,4,38,63,0,0,1,2.23,1551917
Queens,Flushing,985,0,4,10,40,0,1,0,0.52,949404
Staten Island,New Dorp,1312,0,3,28,95,1,0,1,1.61,679449
Bronx,Riverdale,2721,0,1,14,67,1,0,1,1.65,1309599
Brooklyn,Bushwick,1977,1,3,36,4,0,0,0,0.77,1835566
Bronx,South Bronx,895,3,1,38,52,0,0,1,2.47,828916
Brooklyn,Park Slope,2548,2,3,16,7,0,1,0,0.25,1384372
Staten Island,St. George,956,5,3,21,21,1,1,0,1.56,1149381
Brooklyn,Williamsburg,1505,1,2,28,6,1,0,0,1.25,1383347
Queens,Long Island City,1952,2,4,33,21,0,0,0,0.69,1628425
Queens,Forest Hills,2520,5,1,6,45,0,1,1,0.49,2122488
Queens,Long Island City,3485,5,4,41,29,0,1,1,1.87,1981645
Queens,Long Island City,556,3,2,15,15,1,1,0,2.3,1003493
Bronx,Norwood,1134,4,1,44,78,0,1,0,0.36,1129530
Staten Island,New Dorp,2579,0,2,3,4,0,1,1,0.57,1754111
Brooklyn,Bay Ridge,3466,2,4,43,66,0,0,1,2.47,2118596
Brooklyn,Williamsburg,1827,1,3,47,22,0,0,0,0.14,1407512
Queens,Astoria,958,2,2,35,60,1,0,1,1.32,1074228
Queens,Long Island City,2554,4,2,14,73,0,0,1,1.34,1451330
Manhattan,Midtown,2712,0,3,2,4,1,1,1,0.73,2110011
Staten Island,Tottenville,554,2,4,29,22,1,1,1,1.69,964032
Bronx,Norwood,3435,4,2,4,78,0,0,0,2.37,1808807
Brooklyn,Bay Ridge,1396,1,4,26,81,1,0,1,1.18,1552817
Manhattan,Chelsea,2694,3,3,12,24,0,1,0,1.9,2337188
Manhattan,Midtown,930,5,1,2,7,0,0,0,1.65,1711790
Brooklyn,Park Slope,3305,1,2,17,94,0,0,0,1.24,2682958
Bronx,Norwood,2371,0,4,35,20,0,1,1,0.22,2016720
Manhattan,Chelsea,2985,5,3,10,1,0,1,1,1.88,2330168
Manhattan,Chelsea,1128,1,3,48,21,1,1,0,0.97,1951662
Staten Island,Tottenville,1577,1,2,22,71,1,0,1,0.64,1059021
Bronx,South Bronx,553,1,1,41,86,0,1,0,2.38,420149
Manhattan,Harlem,491,1,2,43,95,1,1,0,1.96,1332835
Bronx,Norwood,2785,5,4,21,71,0,0,1,2.41,2256854
Brooklyn,Bushwick,1903,0,3,15,67,1,1,1,0.71,1949872
Queens,Forest Hills,2116,4,1,35,63,1,0,1,2.11,1391814
Manhattan,Financial District,2897,2,4,48,93,0,0,0,1.56,2765183
Staten Island,Annadale,2416,3,2,21,18,1,0,0,2.46,1750959
Brooklyn,Flatbush,3257,2,3,21,86,1,0,1,2.37,1885981
Bronx,Pelham Bay,1186,2,2,21,81,1,1,0,2.44,993694
Brooklyn,Williamsburg,672,3,1,44,52,0,0,0,2.38,1180976
Manhattan,Chelsea,2427,5,1,32,92,1,1,0,0.12,1950418
Bronx,Mott Haven,3035,0,1,5,86,1,1,1,1.88,1710013
Queens,Flushing,576,3,1,39,96,1,1,1,0.75,917349
Brooklyn,Park Slope,3278,0,1,9,51,1,1,1,1.79,1730278
Manhattan,SoHo,1042,5,2,18,46,1,1,0,2.45,1605205
Staten Island,Annadale,2298,2,1,21,81,1,0,1,0.19,1583791
Bronx,Mott Haven,966,0,1,8,53,1,1,0,1.46,694160
Brooklyn,Williamsburg,1065,5,3,44,43,1,0,0,1.86,1299409
Brooklyn,Flatbush,1731,5,1,34,96,1,0,0,0.71,1505629
Queens,Jamaica,3315,4,3,10,6,0,0,1,0.64,1645837
Queens,Jackson Heights,2198,3,3,41,91,1,1,0,0.24,1750536
Staten Island,St. George,1469,4,3,24,0,1,1,1,0.33,1300161
Staten Island,Annadale,2749,2,2,40,62,1,1,0,1.68,1464929
Manhattan,Harlem,3315,3,2,24,97,1,1,1,1.31,1947319
Manhattan,SoHo,3359,2,4,32,38,1,0,1,0.17,2360305
Staten Island,Tottenville,807,4,4,33,18,0,1,1,2.43,1266618
Staten Island,Annadale,1612,5,3,38,30,0,1,1,1.67,1249018
Bronx,Mott Haven,3269,2,2,44,76,0,0,1,1.34,2127194
Queens,Jackson Heights,2253,3,1,49,23,0,0,1,0.75,1264037
Manhattan,Chelsea,1552,3,4,34,68,1,0,1,1.68,1914392
Queens,Astoria,3008,2,2,11,86,1,0,1,0.97,2324791
Queens,Jamaica,1541,3,1,31,82,1,0,0,1.79,1018240
Staten Island,Stapleton,2911,5,1,18,64,0,0,0,1.74,1945646
Bronx,Riverdale,543,5,2,23,32,0,0,0,0.32,974025
Brooklyn,Flatbush,2889,3,4,22,58,0,1,0,2.28,2238514
Bronx,Riverdale,886,2,2,43,32,0,1,0,1.27,695797
Bronx,Norwood,1259,4,4,18,31,1,0,1,1.04,959843
Queens,Astoria,2335,3,3,40,58,1,0,1,2.39,1248540
Bronx,Fordham,547,3,2,47,91,0,1,1,1.15,837246
Manhattan,Harlem,1759,3,2,41,40,1,0,1,1.83,2153934
Queens,Flushing,1757,3,4,47,11,0,0,1,1.67,1867814
Manhattan,SoHo,3258,2,4,39,72,0,0,0,0.5,1801956
Brooklyn,Williamsburg,3113,4,2,20,10,0,0,0,2.48,2013685
Queens,Astoria,489,4,1,13,96,0,0,1,1.21,706576
Brooklyn,Bushwick,1757,0,1,45,18,1,1,0,1.05,1626050
Queens,Forest Hills,598,3,1,1,53,1,0,0,2.31,641908
Staten Island,St. George,937,3,3,4,56,0,0,1,1.37,825543
Bronx,South Bronx,700,0,3,24,41,0,0,1,1.79,877222
Staten Island,New Dorp,1123,4,4,36,97,1,1,0,2.13,845459
Brooklyn,DUMBO,1998,1,3,36,70,1,1,0,0.67,1580585
Bronx,Norwood,3410,5,1,45,30,0,0,1,0.51,2445887
Queens,Astoria,1859,1,2,2,51,0,0,0,0.26,1662294
Bronx,Fordham,467,4,3,28,1,0,0,1,2.25,669135
Manhattan,Midtown,2906,3,3,26,82,0,0,0,0.58,2923347
Bronx,South Bronx,1937,1,1,23,37,0,1,0,0.84,1026207
Manhattan,Financial District,797,2,3,15,31,1,1,1,0.79,1626417
Bronx,Fordham,1019,2,4,36,9,1,0,0,0.83,1095963
Manhattan,Midtown,1984,0,2,27,7,0,0,1,1.7,2289243
Brooklyn,Park Slope,1563,4,1,6,89,0,1,0,2.39,1564931
Staten Island,Great Kills,1129,4,4,35,93,0,1,0,0.89,1011152
Queens,Jackson Heights,955,1,1,39,74,0,0,1,1.08,939709
Bronx,Fordham,2352,3,4,38,19,1,0,0,1.95,1659215
Staten Island,Stapleton,3228,4,2,35,19,1,0,1,1.14,1810182
Queens,Long Island City,2151,1,2,36,8,0,1,1,2.32,1558010
Queens,Jackson Heights,3341,1,4,10,71,1,1,0,1.31,1578350
Manhattan,Midtown,3057,5,4,30,14,0,1,1,0.93,2504790
Brooklyn,Williamsburg,3195,5,4,41,97,0,1,1,2.43,2672219
Brooklyn,Park Slope,2729,4,4,38,87,1,0,1,1.12,2338079
Staten Island,Great Kills,3108,1,4,29,96,0,1,0,0.65,1859080
Brooklyn,Williamsburg,3371,0,4,43,62,1,1,1,0.53,2187720
Bronx,Mott Haven,1395,0,2,39,90,0,1,1,2.49,1110455
Brooklyn,Williamsburg,2359,5,4,4,20,0,0,0,1.91,1999819
Staten Island,New Dorp,2001,4,3,5,4,0,1,1,1.08,1803568
Brooklyn,Bay Ridge,3193,3,2,4,34,0,1,1,2.08,1743956
Bronx,Norwood,1880,0,1,36,84,1,1,1,1.41,1102343
Manhattan,Financial District,2534,0,2,45,67,0,0,0,0.86,2519974
Staten Island,Tottenville,1502,5,1,16,47,1,1,0,1.88,1403347
Manhattan,Chelsea,3238,5,1,25,79,1,0,0,1.89,2474819
Manhattan,Harlem,2751,4,3,14,94,0,0,0,1.3,2000167
Manhattan,Midtown,1803,5,4,11,89,1,1,0,0.21,2269501
Queens,Astoria,2577,2,4,29,61,0,0,0,0.28,1766530
Queens,Forest Hills,3043,1,2,34,34,1,1,1,1.99,2299084
Manhattan,Chelsea,1699,0,4,22,69,1,0,0,2.08,1743969
Staten Island,St. George,2122,2,3,14,96,0,0,0,1.73,871115
Bronx,Fordham,3005,3,2,24,20,0,1,0,2.11,1161621
Bronx,South Bronx,1298,2,2,39,79,1,1,0,1.83,976460
Brooklyn,Park Slope,1606,4,2,26,38,0,0,1,2.25,1332790
Staten Island,Tottenville,1935,3,4,43,33,0,0,1,0.46,1210560
Queens,Forest Hills,477,3,4,36,14,1,0,0,1.03,981549
Manhattan,Upper East Side,3231,5,4,39,5,1,0,1,1.21,2739483
Brooklyn,Williamsburg,3121,2,2,16,65,0,1,0,0.81,1695635
Bronx,South Bronx,1932,4,2,38,87,1,0,1,1.84,995029
Queens,Jamaica,637,0,1,32,55,0,0,0,2.29,898826
Queens,Forest Hills,1557,5,1,6,48,0,1,0,1.09,935198
Manhattan,Harlem,2396,2,4,34,91,1,0,0,2.36,2010193
Bronx,Norwood,1615,0,2,8,0,0,1,0,1.34,969823
Staten Island,Stapleton,677,2,4,30,64,1,1,1,1.35,1088630
Queens,Astoria,3489,5,4,27,27,0,1,0,1.54,2192051
Manhattan,SoHo,923,0,1,7,99,0,0,1,0.74,1337524
Staten Island,Stapleton,579,5,3,27,19,0,1,1,1.02,839391
Bronx,Mott Haven,522,2,4,25,47,1,1,1,1.43,695701
Queens,Forest Hills,1669,3,3,46,71,1,1,0,2.36,1627977
Staten Island,Great Kills,2157,1,3,41,64,0,0,1,1.64,1271073
Staten Island,New Dorp,1494,3,2,15,89,1,0,1,0.9,846568
Staten Island,Great Kills,879,5,2,25,50,1,0,1,0.13,978896
Queens,Jackson Heights,3490,5,4,22,42,0,0,0,2.46,2199376
Queens,Astoria,2197,5,1,18,48,1,1,1,1.28,1798436
Brooklyn,Williamsburg,2531,0,1,12,24,1,1,0,2.35,1332734
Bronx,Fordham,3012,4,4,23,73,1,1,1,1.42,1784242
Manhattan,Harlem,3066,5,4,45,75,0,0,1,1.55,2268374
Staten Island,New Dorp,2804,3,1,39,40,0,1,0,1.81,1914105
Brooklyn,Williamsburg,1215,1,3,25,70,1,0,0,0.87,1353024
Manhattan,Chelsea,3094,5,4,10,63,0,0,1,1.78,3173848
Brooklyn,Flatbush,842,5,3,30,60,1,0,0,1.36,1067050
Queens,Jackson Heights,2970,5,4,10,11,0,1,1,1.71,2036314
Staten Island,New Dorp,542,0,4,34,80,1,1,1,2.11,745440
Manhattan,SoHo,591,5,3,46,68,0,0,0,0.54,1542143
Manhattan,Harlem,1810,3,3,13,13,1,1,0,1.57,1835735
Manhattan,Harlem,777,2,1,29,33,0,0,0,0.23,1522525
Manhattan,Financial District,3028,4,4,38,47,1,1,1,0.35,2147496
Manhattan,Harlem,934,5,2,41,60,0,0,1,1.72,2018939
Brooklyn,Flatbush,2116,0,2,45,80,0,0,1,0.27,1818787
Staten Island,Stapleton,1432,3,4,9,34,0,0,0,1.53,845966
Queens,Astoria,1810,5,4,13,64,1,1,0,0.63,1297403
Queens,Forest Hills,2540,0,4,37,58,1,1,0,0.83,1639313
Queens,Forest Hills,2389,2,3,14,35,1,1,1,0.41,1550215
Queens,Forest Hills,2976,1,2,37,78,0,1,0,0.7,1401294
Brooklyn,Park Slope,1577,5,2,9,18,1,1,0,2.07,1459088
Bronx,Norwood,804,3,2,8,41,0,0,1,1.63,829933
Staten Island,Great Kills,3287,0,4,39,68,0,1,0,2.38,1985739
Manhattan,Midtown,1572,0,3,40,18,0,0,0,0.22,2016150
Bronx,Mott Haven,1288,5,4,3,38,1,1,1,2.0,1181386
Queens,Jackson Heights,821,0,1,47,68,0,1,1,1.78,970425
Bronx,South Bronx,2041,1,1,40,51,1,1,1,0.73,1068317
Staten Island,Stapleton,871,0,2,33,11,1,0,1,1.85,966997
Manhattan,Harlem,3340,4,4,32,82,0,1,1,1.82,2891969
Manhattan,Harlem,946,4,1,7,46,1,0,1,1.2,1598120
Staten Island,Stapleton,1030,0,1,19,75,0,1,0,1.75,721622
Staten Island,Tottenville,1437,5,4,34,35,0,0,0,1.17,1442272
Queens,Forest Hills,3225,4,3,14,62,1,0,1,0.91,1763246
Manhattan,Midtown,2229,3,4,47,75,0,0,1,1.22,2471272
Bronx,Fordham,763,4,4,46,81,0,0,0,2.25,1038352
Brooklyn,Bushwick,2566,0,3,19,50,0,1,1,1.02,1691116
Brooklyn,Bay Ridge,945,5,2,26,42,1,1,1,1.07,1431509
Staten Island,New Dorp,2969,2,2,17,33,1,0,0,1.56,1981807
Queens,Jamaica,1033,5,2,28,96,1,1,0,1.91,1343015
Brooklyn,DUMBO,2336,5,3,19,48,0,0,1,1.86,1650156
Manhattan,Harlem,2080,5,1,27,17,0,1,1,0.15,2648824
Staten Island,Tottenville,1362,3,3,48,60,1,1,0,1.75,823606
Bronx,Fordham,3405,1,4,19,56,1,1,1,1.18,2221148
Staten Island,Annadale,1282,0,3,33,92,1,0,0,1.36,919335
Bronx,Fordham,3227,1,1,7,4,1,1,0,1.45,1332369
Staten Island,New Dorp,1270,2,1,29,88,1,0,1,1.86,782030
Staten Island,St. George,915,1,4,43,23,0,1,0,2.1,873072
Staten Island,Tottenville,3385,0,2,5,92,1,0,0,1.65,1642904
Bronx,Norwood,1820,0,1,30,63,0,1,0,1.45,835021
Bronx,Mott Haven,1265,2,1,49,58,0,0,1,1.0,975732
Staten Island,Annadale,2553,0,1,43,37,0,0,1,0.43,1484280
Brooklyn,Flatbush,1508,2,4,8,32,0,0,1,2.4,1393607
Queens,Astoria,613,2,1,42,9,1,1,0,1.21,954137
Queens,Jackson Heights,3297,0,2,12,36,0,0,0,1.46,2413516
Queens,Flushing,2644,4,4,42,96,1,1,1,1.9,2096779
Bronx,Fordham,418,2,2,13,86,0,0,0,0.26,421277
Bronx,South Bronx,1041,0,1,26,10,1,0,0,2.15,832096
Brooklyn,Bay Ridge,3483,4,1,18,23,1,0,1,2.01,2593493
Queens,Long Island City,1504,2,2,42,87,0,1,0,1.96,917716
Queens,Jamaica,729,4,4,49,70,1,1,0,0.15,1145494
Staten Island,Stapleton,1265,3,4,20,20,0,1,0,1.36,1090733
Bronx,Norwood,1173,5,2,16,19,1,1,0,0.23,1333132
Queens,Forest Hills,791,3,1,37,9,0,1,0,1.42,1091968
Brooklyn,Williamsburg,1036,4,3,3,88,0,1,0,1.82,1215719
Brooklyn,DUMBO,2754,2,2,27,46,1,1,1,0.39,1773978
Queens,Forest Hills,3342,0,2,15,99,1,0,1,1.77,2271917
Bronx,Norwood,3099,1,2,34,46,0,0,0,1.18,1577381
Brooklyn,Bay Ridge,3288,0,1,45,14,0,1,1,2.05,2161797
Staten Island,Great Kills,1425,1,4,22,43,1,1,1,1.38,1153284
Brooklyn,Bay Ridge,2967,1,1,40,61,0,1,1,0.91,2540100
Manhattan,Chelsea,2074,2,2,23,5,0,1,0,0.9,1827865
Manhattan,Financial District,3083,4,1,49,65,0,1,1,2.25,2211308
Bronx,Mott Haven,1139,0,1,4,75,1,0,0,1.19,792973
Queens,Flushing,1945,4,2,41,3,0,1,1,1.07,1643842
Bronx,Riverdale,868,3,1,23,22,0,1,1,0.2,748762
Bronx,Fordham,2659,2,3,47,12,1,1,0,0.97,1520032
Bronx,Fordham,1535,2,1,9,80,0,0,1,2.14,898162
Bronx,Riverdale,1431,3,1,24,30,0,0,0,1.93,958689
Staten Island,Annadale,3251,0,4,21,15,0,0,1,0.63,2238499
Staten Island,New Dorp,2924,5,4,41,40,0,0,1,1.09,1344607
Brooklyn,Park Slope,1273,3,2,46,89,1,1,1,0.57,1644475
Manhattan,Midtown,859,0,2,16,91,0,0,1,2.39,1469673
Bronx,Riverdale,2700,1,4,25,0,0,0,0,1.54,1269667
Brooklyn,Bay Ridge,1949,2,3,26,11,0,0,0,1.91,1605312
Manhattan,Upper East Side,1151,0,1,49,55,0,0,1,1.81,1633706
Queens,Long Island City,1861,4,3,45,49,0,0,0,2.2,1129922
Staten Island,Tottenville,2177,4,3,9,19,1,1,1,2.38,1660976
Manhattan,SoHo,3428,2,4,15,65,1,0,0,0.18,2949008
Queens,Astoria,1253,3,2,39,35,0,0,0,2.44,1075507
Manhattan,Chelsea,2683,5,1,33,78,0,0,0,2.19,1933223
Staten Island,Stapleton,1729,3,2,1,37,1,1,1,1.02,1041018
Staten Island,Stapleton,877,0,3,5,21,1,1,0,2.11,963121
Brooklyn,Bushwick,3126,3,3,9,60,1,1,0,1.87,1703824
Bronx,Fordham,3491,2,2,44,49,0,1,1,2.0,2446263
Manhattan,Midtown,2663,0,2,6,95,0,1,1,0.63,2257993
Manhattan,Harlem,3302,1,4,28,58,0,1,1,1.66,2883158
Queens,Astoria,534,3,2,45,19,0,1,0,0.16,956904
Staten Island,Tottenville,3352,3,2,26,35,0,1,0,2.14,1802318
Manhattan,Harlem,1552,5,4,28,96,0,0,0,2.38,2157984
Staten Island,Great Kills,809,0,2,40,14,1,0,0,1.69,946298
Manhattan,Upper East Side,1845,4,3,15,61,1,1,0,1.33,2052245
Brooklyn,Park Slope,1717,3,2,6,2,0,0,0,1.84,1656954
Bronx,Fordham,1669,2,1,27,92,0,1,1,0.88,1121976
Manhattan,Harlem,1979,3,3,38,90,0,0,0,1.6,1939132
Staten Island,Stapleton,485,5,4,4,4,1,0,0,1.83,853237
Brooklyn,Bushwick,3003,1,3,11,55,1,1,0,0.44,1736665
Manhattan,Upper East Side,2265,5,4,21,30,1,0,1,0.44,2717217
Queens,Jackson Heights,1869,3,1,30,85,1,1,0,1.82,1358509
Bronx,Norwood,777,4,1,18,34,0,1,1,1.14,694453
Manhattan,Upper East Side,2080,3,3,35,70,1,0,0,2.23,2018403
Brooklyn,Flatbush,1474,0,2,3,69,1,1,1,0.85,953043
Queens,Jamaica,641,3,3,12,25,0,0,1,0.2,922574
Brooklyn,DUMBO,1319,4,3,27,0,0,0,1,1.66,1444590
Brooklyn,Bay Ridge,1986,0,1,30,82,0,1,0,1.74,1617956
Queens,Forest Hills,2713,2,4,21,6,1,1,1,1.43,2452934
Brooklyn,Flatbush,3159,0,3,38,35,0,1,0,1.74,2680108
Queens,Astoria,1671,5,2,21,75,1,1,1,1.36,1112739
Manhattan,SoHo,469,1,1,38,83,1,1,0,1.76,1415929
Queens,Forest Hills,2504,5,3,40,86,1,0,1,0.21,2109459
Queens,Forest Hills,1805,0,3,15,24,1,1,1,0.98,1316121
Bronx,South Bronx,2486,2,2,18,93,0,0,0,0.61,1447379
Queens,Forest Hills,2407,3,3,29,58,0,1,1,0.34,2058457
Queens,Jamaica,1200,0,3,48,60,1,0,0,0.66,1271872
Manhattan,Upper East Side,1441,5,3,38,28,0,0,1,0.56,1930416
Bronx,Norwood,3179,0,3,21,94,1,0,1,2.44,2044944
Staten Island,New Dorp,1224,0,2,17,17,1,0,0,0.79,1235391
Manhattan,Upper East Side,1155,0,3,41,40,0,0,0,0.65,1839601
Manhattan,SoHo,2799,2,3,18,18,0,1,0,2.1,2320427
Staten Island,Great Kills,2395,4,3,37,3,1,0,1,1.11,2077512
Queens,Jackson Heights,2239,4,1,38,64,0,1,0,1.11,1492897
Brooklyn,Flatbush,1721,0,2,12,40,1,0,0,1.16,1249235
Bronx,Riverdale,2730,2,1,11,14,0,1,1,1.1,1548162
Brooklyn,Williamsburg,2009,2,1,48,53,1,0,0,0.88,2146824
Staten Island,St. George,509,0,2,49,63,1,0,0,0.79,811146
Manhattan,SoHo,1416,5,1,20,71,0,1,1,2.22,1959582
Manhattan,Midtown,2361,5,1,9,14,0,1,1,0.49,2249488
Bronx,South Bronx,2991,1,1,1,78,1,0,1,0.53,1303073
Manhattan,Financial District,2169,0,2,3,49,0,0,1,1.47,2276027
Manhattan,Harlem,424,1,3,21,21,0,1,1,0.92,1425808
Bronx,Pelham Bay,1242,5,4,23,17,1,0,0,1.11,1197300
Bronx,Riverdale,3238,5,4,9,79,1,0,1,2.04,1843598
Staten Island,New Dorp,1137,0,2,19,1,0,1,1,2.27,1103018
Manhattan,Financial District,2504,1,4,45,35,0,0,1,2.0,2695387
Manhattan,Midtown,579,1,2,46,19,1,0,0,0.66,1542521
Staten Island,Great Kills,631,0,2,19,15,1,1,0,2.45,651922
Queens,Flushing,2317,1,4,23,66,1,0,0,0.97,1274463
Queens,Astoria,742,3,1,27,29,1,1,0,0.51,1182651
Queens,Flushing,876,5,3,27,54,1,1,1,1.3,1263184
Staten Island,New Dorp,2222,4,4,39,65,1,0,1,1.84,1715712
Manhattan,Harlem,3023,2,4,36,98,1,0,1,0.3,2181309
Staten Island,Annadale,854,1,4,12,25,1,1,0,1.62,955181
Staten Island,Great Kills,1655,1,4,27,56,0,1,1,2.16,1301323
Queens,Long Island City,688,2,2,46,68,0,0,0,0.73,866517
Brooklyn,Flatbush,1636,1,2,34,1,0,1,0,1.76,1899648
Manhattan,SoHo,2705,2,3,33,55,1,0,0,1.06,2338653
Queens,Forest Hills,929,0,3,28,83,0,1,1,1.09,1056904
Brooklyn,Park Slope,3134,3,4,31,61,1,1,1,0.77,1975393
Brooklyn,Bay Ridge,3376,3,4,32,33,0,1,1,1.6,1785002
Bronx,Fordham,2676,5,4,20,97,1,0,1,0.97,1660697
Manhattan,Chelsea,995,4,3,40,55,1,1,0,2.09,1630456
Brooklyn,Bushwick,834,1,4,35,54,0,1,1,2.41,1205868
Queens,Astoria,1281,4,1,31,19,1,1,0,2.34,1281689
Bronx,Fordham,3468,0,3,31,49,0,1,0,0.49,1831637
Manhattan,Chelsea,2181,3,1,38,24,0,0,0,0.13,2362999
Staten Island,Tottenville,801,0,4,22,83,0,1,0,1.15,794412
Queens,Astoria,3069,0,2,45,24,0,0,0,1.85,1516256
Brooklyn,Williamsburg,2535,1,1,41,52,0,1,0,2.45,2283628
Brooklyn,Bushwick,3031,0,3,9,13,0,1,0,1.98,2134600
Queens,Jamaica,1965,3,1,9,59,0,0,1,1.49,1022013
Brooklyn,Williamsburg,708,4,3,15,42,0,0,1,0.16,1190831
Bronx,Riverdale,3353,3,4,13,61,0,1,0,2.08,1753559
Manhattan,Financial District,742,1,1,22,75,1,1,1,0.53,1692944
Bronx,Fordham,835,3,2,16,68,1,1,1,0.23,860169
Brooklyn,DUMBO,576,2,1,32,62,0,0,1,2.14,919325
Staten Island,Annadale,538,4,2,2,1,1,1,1,1.46,679047
Manhattan,Upper East Side,593,2,3,26,53,1,0,0,0.41,1566757
Manhattan,SoHo,1584,2,4,14,15,0,1,1,1.03,2075560
Queens,Jackson Heights,1342,5,4,38,54,0,0,0,0.31,1378092
Queens,Astoria,924,1,2,34,93,1,0,0,1.63,827842
Staten Island,Stapleton,2024,0,3,8,42,0,0,1,0.78,870820
Manhattan,Upper East Side,3362,2,4,36,60,0,1,1,2.18,2309721
Staten Island,Great Kills,2657,3,3,21,37,0,1,0,0.96,1938018
Queens,Jackson Heights,1140,0,2,46,44,1,0,0,1.29,1383394
Queens,Flushing,1261,3,2,43,50,0,0,1,0.25,1079525
Manhattan,Harlem,1353,3,1,28,41,1,0,1,0.76,1659520
Bronx,Pelham Bay,1702,0,4,46,23,0,1,0,1.72,1279498
Brooklyn,Flatbush,1674,0,4,44,29,0,1,1,1.87,1807049
Queens,Long Island City,2143,3,1,48,36,1,1,0,0.68,1654041
Queens,Astoria,3280,1,2,6,52,0,0,0,1.31,1609199
Bronx,Pelham Bay,2587,4,2,20,62,1,1,0,2.06,1354729
Bronx,Pelham Bay,1191,5,2,31,10,1,1,0,1.01,1272757
Staten Island,New Dorp,945,4,2,33,77,0,1,1,0.42,871988
Staten Island,Great Kills,2244,1,3,44,22,0,0,0,1.14,1059069
Brooklyn,Williamsburg,1416,5,4,7,79,1,1,0,1.54,1331189
Brooklyn,Flatbush,2327,0,4,8,49,1,1,1,0.12,1969599
Manhattan,Upper East Side,1953,5,2,9,84,0,1,1,0.94,1871182
Staten Island,Great Kills,456,3,2,2,54,0,1,0,1.56,749427
Queens,Forest Hills,2559,4,2,17,54,0,1,1,2.38,1526321
Staten Island,St. George,404,5,4,45,3,0,0,1,1.08,1112248
Queens,Jamaica,1837,3,4,37,96,0,0,0,0.49,1095145
Bronx,Fordham,3484,1,2,42,53,1,0,1,1.38,2463275
Staten Island,St. George,1762,5,3,44,60,1,0,1,0.79,1214824
Bronx,Riverdale,2220,3,1,17,77,1,1,1,0.62,985927
Brooklyn,Park Slope,1682,1,1,38,82,1,1,1,1.52,1654799
Brooklyn,Bushwick,2537,0,1,35,4,0,0,1,2.3,2228508
Manhattan,Chelsea,3063,1,4,47,99,1,0,0,2.1,1986364
Staten Island,St. George,3338,1,4,39,94,0,0,1,0.54,2564562
Bronx,Mott Haven,3145,4,1,30,17,0,1,0,1.94,1470687
Queens,Forest Hills,1673,3,1,6,43,0,1,0,0.65,1320257
Brooklyn,Williamsburg,3345,5,3,4,30,0,1,1,0.8,1585454
Brooklyn,Williamsburg,3418,4,4,37,93,0,0,1,2.31,1924587
Queens,Jackson Heights,1531,2,4,35,20,1,0,1,2.29,1323675
Bronx,Mott Haven,1067,1,1,9,46,0,0,1,0.5,908234
Bronx,South Bronx,3041,2,3,6,29,0,1,1,0.25,1754160
Staten Island,Stapleton,3036,4,3,13,54,0,1,1,0.8,1777857
Staten Island,Great Kills,2932,3,1,22,67,1,0,1,1.5,2070427
Manhattan,Chelsea,3429,4,1,28,68,0,0,1,2.2,2333274
Brooklyn,Park Slope,3419,3,4,30,40,0,1,1,0.39,1689596
Staten Island,Great Kills,1681,3,1,36,44,0,1,1,1.1,1382634
Bronx,Norwood,3086,0,2,2,73,1,0,1,0.75,1063844
Queens,Flushing,1396,1,3,36,90,0,0,1,0.14,1122003
Bronx,Fordham,2326,4,1,8,79,1,1,0,1.99,1334541
Brooklyn,Flatbush,681,3,2,45,29,1,0,1,2.05,1203216
Bronx,Riverdale,3433,4,3,42,76,0,0,0,0.63,2510107
Manhattan,SoHo,1627,4,2,9,99,1,1,0,0.46,1840575
Brooklyn,Park Slope,2463,3,2,1,84,1,0,1,0.45,1524778
Queens,Flushing,1335,5,1,13,44,0,1,0,1.21,1143928
